datasetid,keyword,weight
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,foodstore,35
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,foodstore,35
reussite_brevet_par_college,pl,34
sempex_202002,da,34
sempex_202002,dass,34
sempex_202003,da,34
sempex_202003,dass,34
population-legale-de-la-nouvelle-caledonie,2009,34
riife_structures,entreprise,34
riife_sites,entreprise,34
riife_missions,entreprise,34
stagiaires_fpc,professionnel,34
stagiaires_fpc,professionnelle,34
catalogue-outils-sensibilisation-eau,outil,34
catalogue-outils-sensibilisation-eau,outils pedagogiques,34
fiches-impression-a3,ec,34
occupation-du-sol-2008-au-format-shapefile,ac,34
occupation-du-sol-2005-au-format-shapefile,ac,34
carroyage-dfci-defense-de-la-foret-contre-les-incendies,ec,34
occupation-du-sol-evolution-entre-2005-et-2014-au-format-shapefile,2005,34
eaux-provinciales,lignes de bases,34
vue-aerienne-orthophotographie,imagerie,34
vue-aerienne-orthophotographie,imageries,34
mer-territoriale,lignes de bases,34
occupation-du-sol-1996-au-format-geodatabase,ac,34
bathymetrie-isobathes-zee,ec,34
bathymetrie-isobathes-zee,eco,34
dfci-a-100km,ec,34
dfci-a-20km0,ec,34
dfci-a-2km0,ec,34
occupation-du-sol-2008-au-format-geodatabase,ac,34
occupation-du-sol-evolution-entre-2005-et-2014-au-format-geodatabase,2005,34
occupation-du-sol-2005-au-format-geodatabase0,ac,34
occupation-du-sol-1996-au-format-shapefile,ac,34
limites-provinciales-en-mer,lignes de bases,34
limites-communales-en-mer,lignes de bases,34
oblic-sites-pilotes-du-reseau-de-suivi0,cotier,34
oblic-sites-pilotes-du-reseau-de-suivi0,cotiers,34
limite-des-200-miles-selon-unclos-convention-de-montego-bay,lignes de bases,34
oblic-evolution-du-littoral-des-sites-cotiers0,cotier,34
oblic-evolution-du-littoral-des-sites-cotiers0,cotiers,34
amenagements-cotiers,cotier,34
amenagements-cotiers,cotiers,34
oblic-evolution-du-littoral-des-ilots0,cotier,34
oblic-evolution-du-littoral-des-ilots0,cotiers,34
points-dobservation0,cotier,34
points-dobservation0,cotiers,34
eaux-interieures-de-nouvelle-caledonie,lignes de bases,34
eaux-territoriales-provinciales,lignes de bases,34
eaux-interieures-provinciales,lignes de bases,34
oblic-evolution-du-littoral-de-noumea0,cotier,34
oblic-evolution-du-littoral-de-noumea0,cotiers,34
points-definissant-les-lignes-de-base,lignes de bases,34
isobathe-500-metres-interprete,ec,34
isobathe-500-metres-interprete,eco,34
isobathes-de-la-zee-equidistance-1000metres,ec,34
isobathes-de-la-zee-equidistance-1000metres,eco,34
isobathe-1000-metres-interprete,ec,34
isobathe-1000-metres-interprete,eco,34
isobathe-100-metres-interprete,ec,34
isobathe-100-metres-interprete,eco,34
frontieres-resultant-daccords-bilateraux,lignes de bases,34
emprise-de-la-zee,lignes de bases,34
eaux-territoriales-de-nouvelle-caledonie,lignes de bases,34
lignes-de-base-droites,lignes de bases,34
isobathes-de-la-zee-equidistance-200metres,ec,34
isobathes-de-la-zee-equidistance-200metres,eco,34
piezometres0,terrain,34
limites-administratives-marines,lignes de bases,34
modele-numerique-de-terrain-marin-a-100-metres,model,34
iba-important-birds-areas0,lagons,34
iba-delimitees0,lagons,34
iba-indicatives0,lagons,34
limites-revendiquees,lignes de bases,34
zone-contigue,lignes de bases,34
oblic-typologie-du-littoral,littoraux,34
evolution-temporelle-du-littoral,cotier,34
evolution-temporelle-du-littoral,cotiers,34
emprises-des-sites-pilotes,cotier,34
emprises-des-sites-pilotes,cotiers,34
plateforme-recifale-des-ilots,cotier,34
plateforme-recifale-des-ilots,cotiers,34
schema-directeur-de-lhydrographie,lagons,34
beachrock-des-ilots,cotier,34
beachrock-des-ilots,cotiers,34
oblic-sensibilite-morpho-sedimentaire-esi-du-littoral0,littoraux,34
evolution-du-trait-de-cote-des-ilots,cotier,34
evolution-du-trait-de-cote-des-ilots,cotiers,34
tendance-evolutive-actuelle-des-ilots,cotier,34
tendance-evolutive-actuelle-des-ilots,cotiers,34
vitesse-devolution-des-ilots,cotier,34
vitesse-devolution-des-ilots,cotiers,34
evolution-des-surfaces-du-littoral-de-lanse-vata,cotier,34
evolution-des-surfaces-du-littoral-de-lanse-vata,cotiers,34
evolution-des-surfaces-des-ilots,cotier,34
evolution-des-surfaces-des-ilots,cotiers,34
element-morphologique-des-ilots,cotier,34
element-morphologique-des-ilots,cotiers,34
tendance-evolutive-actuelle-du-littoral,cotier,34
tendance-evolutive-actuelle-du-littoral,cotiers,34
vitesse-devolution-du-littoral,cotier,34
vitesse-devolution-du-littoral,cotiers,34
vitesse-devolution-du-littoral-de-lanse-vata,cotier,34
vitesse-devolution-du-littoral-de-lanse-vata,cotiers,34
evolution-des-surfaces-du-littoral,cotier,34
evolution-des-surfaces-du-littoral,cotiers,34
occupation-du-sol-du-littoral,cotier,34
occupation-du-sol-du-littoral,cotiers,34
typologie-du-littoral,cotier,34
typologie-du-littoral,cotiers,34
oblic-classification-de-levolution-du-trait-de-cote-des-sites-cotiers,dimenc,34
bdadmin-nc-au-format-geodatabase,province,34
bdadmin-nc-au-format-geodatabase,provinces,34
categories-de-navigation-professionnelle-maritime0,fe,34
trait-de-cote,cotier,34
trait-de-cote,cotiers,34
recensement-de-la-population-2019-individus-nc,ab,33
exportation-miniere-depuis-1965,or,33
antibioresistance-bhre,ac,33
arome-outre-mer,atmosphere,33
rp-2019-indv-pnord,ab,33
effectifs_eleves_pre_bac_par_lycee,professionnel,33
naissances-par-commune-de-1981-a-2017,vivant,33
rp-2019-indv-piles,ab,33
rp-2019-indv-psud,ab,33
aires-protegees-en-province-nord,patrimoine,33
communes-nc,fe,33
vestiges-ruines-industrielles-et-sites-archeologiques,rongeur,33
zones-especes-envahissantes,rongeur,33
transects-tortues-vertes,rongeur,33
ambulances,or,33
stations-rorc0,erv,33
sites,erv,33
moyens-de-production-electrique,ec,33
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,erv,33
vegetation-des-iles-eloignees,ca,33
sites-dinteret-de-lespace-maritime,rongeur,33
modele-numerique-de-terrain-bdalti-nc,ed,33
occupation-du-sol-2014-au-format-geodatabase,ac,33
occupation-du-sol-2014-au-format-shapefile,ac,33
base-de-donnees-cycloniques0,atmospherique,33
anomalie-gravimetrique-de-nouvelle-caledonie,air libre,33
offre-demploi,jb,33
bdphoto-nc0,ne,33
centres-de-photographies-aeriennes-bdphoto-nc,ne,33
emprises-de-photographies-bdphoto-nc,ne,33
axes-de-vol-bdphoto-nc,ne,33
emprises-de-missions-bdphoto-nc,ne,33
anomalie-gravimetrique-du-sud-ouest-pacifique,air libre,33
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,rongeur,33
stations-subaquatiques-par-methode,rongeur,33
historique-des-trajectoires,atmospherique,33
historique-des-positions,atmospherique,33
avp-province-sud,sud,33
denomination-des-voies-bdroute-nc,reseau,33
denomination-des-voies-bdroute-nc,reseaux,33
communes-nc-limites-terrestres-simplifiees,fe,33
saison-administrative-des-feux-de-foret-depuis-2015,cen,33
entreprises_aemporter_clickandcollect_livraison,vent,33
entreprises_aemporter_clickandcollect_livraison,vente,33
offre-de-transport-du-reseau-taneo,transport,32
reussite_brevet_par_college,diplome,32
reussite_brevet_par_college,diplome national du brevet,32
recensement-de-la-population-2019-individus-nc,ha,32
recensement-de-la-population-2019-individus-nc,habitant,32
exportation-miniere-depuis-1965,port,32
bsa-2015,ha,32
bsa-2015,handicap,32
consommation-de-combustibles-depuis-2009,ne,32
antibioresistance-bhre,bac,32
antibioresistance-bhre,bacterie,32
rp-2019-indv-pnord,ha,32
rp-2019-indv-pnord,habitant,32
rendement-des-impots-depuis-2010,fiscalite,32
bsj-2019,sante,32
bsj-2019,sante sexuelle,32
rp-2019-indv-piles,ha,32
rp-2019-indv-piles,habitant,32
rp-2019-indv-psud,ha,32
rp-2019-indv-psud,habitant,32
rp-2019-logements,age,32
rp-2019-logements,ages,32
patrimoine-historique-et-culturel-de-la-province-sud,province,32
patrimoine-historique-et-culturel-de-la-province-sud,province sud,32
atlas-equipements-publics-serail,ae,32
atlas-equipements-publics-serail,aeroport,32
oblic-aleas-cotiers-potentiels,systeme,32
oblic-aleas-cotiers-potentiels,systemes cotiers,32
arbres-remarquables0,arbre,32
arbres-remarquables0,arbres remarquables,32
ambulances,port,32
geoide-de-nouvelle-caledonie,fa,32
geoide-de-nouvelle-caledonie,faust,32
cartographie-au-1650000,nouvelle caledonie,32
vegetation-des-iles-eloignees,ec,32
perimetres-de-protection-des-eaux,ad,32
perimetres-de-protection-des-eaux,adductions,32
modele-numerique-de-terrain-marin-shom-a-100-metres-nm0,tsucal,32
modele-numerique-de-terrain-marin-shom-a-100-metres-pbma-0,mnt,32
geomorphologie-des-recifs0,pulliza,32
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,systeme,32
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,systemes cotiers,32
cote-potentiellement-soumise-a-lalea-erosion,systeme,32
cote-potentiellement-soumise-a-lalea-erosion,systemes cotiers,32
etude-bv-aep-regulation-especes-envahissantes-etude-ci-2013-2016,ad,32
etude-bv-aep-regulation-especes-envahissantes-etude-ci-2013-2016,adductions,32
perimetres-de-protection-des-eaux0,ad,32
perimetres-de-protection-des-eaux0,adductions,32
grands-barrages-de-nouvelle-caledonie0,bb,32
cote-potentiellement-soumise-a-lalea-submersion-marine,systeme,32
cote-potentiellement-soumise-a-lalea-submersion-marine,systemes cotiers,32
installations-classees-pour-lenvironnement-de-nouvelle-caledonie-icpe,protection,32
cellules-sedimentaires-tous-niveaux,erv,32
cellules-sedimentaires-de-niveau-3,erv,32
cellules-sedimentaires-de-niveau-2,erv,32
cellules-sedimentaires-de-niveau-1,erv,32
chenaux-du-lagon,erv,32
apports-sedimentaires-continentaux,erv,32
oblic-cellules-hydrosedimentaires-de-nouvelle-caledonie,erv,32
rouille-des-myrtacees,maladie,32
rouille-des-myrtacees,maladies,32
bornes-de-recharge-pour-vehicules-electriques0,tri,32
referentiel-douanier-taux-de-change,taux,32
saison-administrative-des-feux-de-foret-depuis-2015,nc,32
pil_jdd_substrats,nc,32
effectifs_eleves_par_college,scolaire,32
prixnc,ha,31
etablissements-artisanaux-actifs-au-31-12-2021,ec,31
etablissements-artisanaux-actifs-au-31-12-2021,eco,31
etablissements-artisanaux-actifs-au-31-12-2021,economie,31
situation-budgetaire-de-la-nouvelle-caledonie-depuis-2012,budgetaire,31
autorisations_importations_inspection_pharmacie_depuis_2008,ac,31
etablissements-artisanaux-actifs-au-31-12-2019,ec,31
etablissements-artisanaux-actifs-au-31-12-2019,eco,31
etablissements-artisanaux-actifs-au-31-12-2019,economie,31
consommation-stupefiants-depuis-2008,traitement,31
prix-des-energies-depuis-2009,bouteille,31
lieux-de-sante-en-province-nord,aire,31
etablissements-artisanaux-actifs-au-31-12-2020,ec,31
etablissements-artisanaux-actifs-au-31-12-2020,eco,31
etablissements-artisanaux-actifs-au-31-12-2020,economie,31
etablissements-artisanaux-actifs-au-31-12-2022,ec,31
etablissements-artisanaux-actifs-au-31-12-2022,eco,31
etablissements-artisanaux-actifs-au-31-12-2022,economie,31
communes-nc,referentiel,31
bornes-de-recharge-pour-vehicules-electriques,gie,31
centres-medicaux-sociaux-et-ccas,sante,31
centres-medicaux-sociaux-et-ccas,santes,31
fiches-impression-a3,detection,31
fiches-impression-a3,detections,31
carroyage-dfci-defense-de-la-foret-contre-les-incendies,detection,31
carroyage-dfci-defense-de-la-foret-contre-les-incendies,detections,31
ambulances,sport,31
dfci-a-100km,detection,31
dfci-a-100km,detections,31
dfci-a-20km0,detection,31
dfci-a-20km0,detections,31
dfci-a-2km0,detection,31
dfci-a-2km0,detections,31
carroyage-dfci-defense-de-la-foret-contre-les-incendies-au-format-geodatabase0,modis,31
modele-numerique-de-terrain-srtm,model,31
modele-numerique-de-terrain-srtm,modele,31
modele-numerique-de-terrain-srtm,modele numerique de terrain,31
aires-coutumieres0,ed,31
moyens-de-production-electrique,electrique,31
massifs-de-peridotites,ab,31
prelevements-marins,age,31
prelevements-marins,ages,31
geologie-au-150000eme-au-format-geodatabase,amiante,31
geologie-au-150000eme-au-format-geodatabase,amiantes,31
geologie-au-150000eme-au-format-shape,amiante,31
geologie-au-150000eme-au-format-shape,amiantes,31
perimetre-ramsar,ms,31
piezometres0,souterraines,31
bdchantier-nc-au-format-geodatabase,or,31
bdchantier-nc-au-format-geodatabase,ortho,31
bdchantier-nc-au-format-geodatabase,ortho-imageries,31
toponymes-massifs-de-peridotites-au-1000000,ab,31
toponymes-massifs-de-peridotites-au-50000,ab,31
massifs-de-peridotites-au-1000000,ab,31
massifs-de-peridotites-au-50000,ab,31
limites-des-chantiers-dorthophotographies-bdchantier-nc0,or,31
limites-des-chantiers-dorthophotographies-bdchantier-nc0,ortho,31
limites-des-chantiers-dorthophotographies-bdchantier-nc0,ortho-imageries,31
limites-des-chantiers-de-cartographie-numerique-bdchantier-nc,limite,31
limites-des-chantiers-de-cartographie-numerique-bdchantier-nc,limites,31
categories-de-navigation-professionnelle-maritime0,professionnel,31
categories-de-navigation-professionnelle-maritime0,professionnels,31
communes-nc-limites-terrestres-simplifiees,referentiel,31
reussite_baccalaureat,mention,31
saison-administrative-des-feux-de-foret-depuis-2015,incendie,31
carriere-des-fonctionnaires-de-la-nouvelle-caledonie-et-des-communes-depuis-2000,hf,30
population-par-groupe-decennal-recensement-2014,ab,30
reussite_voie_professionnelle,examen,30
exportation-miniere-depuis-1965,export,30
exportation-miniere-depuis-1965,exportation,30
referendum-2018,nc,30
ports-a-sec-en-province-sud,remorque,30
subventions_ville_de_noumea,ea,30
referendum-2020,nc,30
etablissements_enseignement_premier_second_degre,fe,30
couverture-mobile-theorique-en-nouvelle-caledonie,ouverture,30
centres-vacances-loisirs-province-sud,sports,30
referentiel-des-immeubles-localises-refil,fe,30
pole-emploi-rome-arborescence-principale,metier,30
icpe-province-sud,ec,30
debits-caracteristiques-detiage-etude-2016,ac,30
bathymetrie-isobathes-zee,ne,30
carte-topographique-au-110000,topo,30
demande-demploi,premiers inscrits,30
navigations-des-campagnes-sismiques,geosciences,30
navigations-des-campagnes-sismiques,geosciences marines,30
stations-rorc0,observations,30
sites,observations,30
prelevements-marins,ga,30
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,observations,30
geologie-au-1200000eme-au-format-geodatabase,nickel,30
geologie-au-1200000eme-au-format-geodatabase,nickels,30
geologie-au-1200000eme-au-format-shape,nickel,30
geologie-au-1200000eme-au-format-shape,nickels,30
isobathe-500-metres-interprete,ne,30
modele-numerique-de-terrain-bdalti-nc,ca,30
isobathes-de-la-zee-equidistance-1000metres,ne,30
isobathe-1000-metres-interprete,ne,30
isobathe-100-metres-interprete,ne,30
bassins-versants-dce,ac,30
geologie-au-11000000eme-au-format-shape,nickel,30
geologie-au-11000000eme-au-format-shape,nickels,30
isobathes-de-la-zee-equidistance-200metres,ne,30
geologie-au-11000000eme-au-format-geodatabase0,nickel,30
geologie-au-11000000eme-au-format-geodatabase0,nickels,30
base-de-donnees-des-photographies-aeriennes-bdphoto-nc-au-format-geodatabase,vol,30
base-de-donnees-des-photographies-aeriennes-bdphoto-nc-au-format-geodatabase,vols,30
stations-jaugeages-dce,ac,30
limites-des-surfaces-de-degagement,nautiques,30
anomalie-magnetique-de-nouvelle-caledonie,aimantations,30
profils-sismiques-reflexion-bdd-tasman-frontier,geosciences,30
profils-sismiques-reflexion-bdd-tasman-frontier,geosciences marines,30
profils-sismiques-refraction-nc,geosciences,30
profils-sismiques-refraction-nc,geosciences marines,30
profils-sismiques-reflexion-nc,geosciences,30
profils-sismiques-reflexion-nc,geosciences marines,30
bdloc-nc-referentiel-des-donnees-publiques-localisees0,adresse,30
alea-amiante-environnemental,antigorites,30
bdadmin-nc-au-format-geodatabase,ne,30
adaptation-obstacle,nautiques,30
plan-de-servitude-aeronautique-psa,nautiques,30
formations-tourisme-province-sud,ne,30
prixnc,ac,29
prixnc,achat,29
sempex_202002,ac,29
sempex_202003,ac,29
population-par-groupe-decennal-recensement-2014,ha,29
population-par-groupe-decennal-recensement-2014,habitant,29
population-legale-de-la-nouvelle-caledonie,2014,29
arome-outre-mer,nc,29
consommation-menages-2012,commerce,29
batiments-administratifs-en-province-nord,ist,29
referentiel-douanier-preferences-douanieres-unprftab,douanier,29
referentiel-douanier-preferences-douanieres-unprftab,douaniere,29
riife_structures,aide,29
rp-2019-logements,menage,29
rp-2019-logements,menages,29
riife_sites,aide,29
couverture-mobile-theorique-en-nouvelle-caledonie,couverture,29
douanes-decisions-classement-tarifaire-d40,atu,29
riife_missions,aide,29
tap_nc,fe,29
quartiers0,ea,29
atlas-equipements-publics-serail,ea,29
ilots-en-province-sud,atu,29
limite-domaine-public-fluvial-mer,fluviaux,29
occupation-du-sol-2008-au-format-shapefile,2008,29
occupation-du-sol-2005-au-format-shapefile,2005,29
occupation-du-sol-evolution-entre-2005-et-2014-au-format-shapefile,2014,29
occupation-du-sol-1996-au-format-geodatabase,1996,29
occupation-du-sol-2008-au-format-geodatabase,2008,29
referentiel-hydrogeologique-base-de-donnees-des-limites-des-systemes-aquiferes-0,geol,29
referentiel-hydrogeologique-base-de-donnees-des-limites-des-systemes-aquiferes-0,geologique,29
referentiel-hydrogeologique-base-de-donnees-des-limites-des-systemes-aquiferes-0,geologiques,29
occupation-du-sol-evolution-entre-2005-et-2014-au-format-geodatabase,2014,29
occupation-du-sol-2005-au-format-geodatabase0,2005,29
occupation-du-sol-1996-au-format-shapefile,1996,29
perimetre-ramsar,ramsar,29
carrieres-autorisees0,ac,29
carrieres-autorisees0,action,29
limite-domaine-public-fluvial-mer-lignes,fluviaux,29
limite-domaine-public-fluvial-mer-points,fluviaux,29
points-de-reperes-bdpr-nc,moissonnagegeorep,29
pluviometrie,tri,29
zones-minieres-interdites0,perimetre,29
zones-minieres-interdites0,perimetres,29
grands-barrages-de-nouvelle-caledonie0,da,29
cellules-sedimentaires-tous-niveaux,observatoires,29
cellules-sedimentaires-de-niveau-3,observatoires,29
cellules-sedimentaires-de-niveau-2,observatoires,29
cellules-sedimentaires-de-niveau-1,observatoires,29
chenaux-du-lagon,observatoires,29
apports-sedimentaires-continentaux,observatoires,29
oblic-cellules-hydrosedimentaires-de-nouvelle-caledonie,observatoires,29
offres-emploi-stage-province-sud,age,29
effectifs_eleves_par_college,vr,29
carriere-des-fonctionnaires-de-la-nouvelle-caledonie-et-des-communes-depuis-2000,drhfpnc,28
delai-paiement-facture-nc,paiement,28
referendum-2018,da,28
referendum-2020,da,28
referentiel-des-immeubles-localises-refil,referentiel,28
troncvoi,denomination,28
vestiges-ruines-industrielles-et-sites-archeologiques,ea,28
vestiges-ruines-industrielles-et-sites-archeologiques,eau,28
vestiges-ruines-industrielles-et-sites-archeologiques,eaux,28
zones-especes-envahissantes,ea,28
zones-especes-envahissantes,eau,28
zones-especes-envahissantes,eaux,28
transects-tortues-vertes,ea,28
transects-tortues-vertes,eau,28
transects-tortues-vertes,eaux,28
etablissements-actifs-au-ridet,salarie,28
gr-province-nord,grande randonnee,28
ilots-en-province-sud,nature,28
cartographie-au-1500000,routieres,28
orthophotographies-historiques-de-1976,age,28
bathymetrie-isobathes-zee,zone,28
bathymetrie-isobathes-zee,zones,28
bathymetrie-isobathes-zee,zones economiques exclusives,28
carte-topographique-au-110000,bd,28
carte-topographique-au-110000,bdtopo,28
modele-numerique-de-terrain-srtm,90,28
aires-coutumieres0,ca,28
cartographie-au-1100000,bdcarto,28
cartographie-au-150000,bdcarto,28
photographies-aeriennes-de-1935-a-nos-jours,nc,28
vegetation-des-iles-eloignees,entrecasteaux,28
reseau-de-stations-meteorologiques-de-meteo-france,or,28
sites-dinteret-de-lespace-maritime,ea,28
sites-dinteret-de-lespace-maritime,eau,28
sites-dinteret-de-lespace-maritime,eaux,28
perimetres-de-protection-des-eaux,ae,28
perimetres-de-protection-des-eaux,aep,28
isobathe-500-metres-interprete,zone,28
isobathe-500-metres-interprete,zones,28
isobathe-500-metres-interprete,zones economiques exclusives,28
isobathes-de-la-zee-equidistance-1000metres,zone,28
isobathes-de-la-zee-equidistance-1000metres,zones,28
isobathes-de-la-zee-equidistance-1000metres,zones economiques exclusives,28
isobathe-1000-metres-interprete,zone,28
isobathe-1000-metres-interprete,zones,28
isobathe-1000-metres-interprete,zones economiques exclusives,28
isobathe-100-metres-interprete,zone,28
isobathe-100-metres-interprete,zones,28
isobathe-100-metres-interprete,zones economiques exclusives,28
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,ea,28
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,eau,28
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,eaux,28
occupation-du-sol-2014-au-format-geodatabase,2014,28
isobathes-de-la-zee-equidistance-200metres,zone,28
isobathes-de-la-zee-equidistance-200metres,zones,28
isobathes-de-la-zee-equidistance-200metres,zones economiques exclusives,28
occupation-du-sol-2014-au-format-shapefile,2014,28
iba-important-birds-areas0,erv,28
iba-delimitees0,erv,28
iba-indicatives0,erv,28
etude-bv-aep-regulation-especes-envahissantes-etude-ci-2013-2016,ae,28
etude-bv-aep-regulation-especes-envahissantes-etude-ci-2013-2016,aep,28
perimetres-de-protection-des-eaux0,ae,28
perimetres-de-protection-des-eaux0,aep,28
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,ea,28
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,eau,28
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,eaux,28
stations-subaquatiques-par-methode,ea,28
stations-subaquatiques-par-methode,eau,28
stations-subaquatiques-par-methode,eaux,28
bornes-de-recharge-pour-vehicules-electriques0,electrique,28
referentiel-douanier-taux-de-change,nc,28
nomenclature-dactivites-francaise-naf-rev-2-code-ape,ac,28
nomenclature-dactivites-francaise-naf-rev-2-code-ape,activite,28
pacificdatavizchallenge_fruits_et_legumes_regroupement1,bulletin,28
entreprises-actives-au-ridet,salarie,28
pacificdatavizchallenge_fruits_et_legumes_regroupement2,bulletin,28
offre-de-transport-du-reseau-taneo,smtu,27
situation-budgetaire-de-la-nouvelle-caledonie-depuis-2012,or,27
autorisations_importations_inspection_pharmacie_depuis_2008,ha,27
exportation-metallurgique-depuis-1990,metal,27
exportation-metallurgique-depuis-1990,metallurgique,27
distances-kilometriques-nc,tri,27
distances-kilometriques-nc,tribu,27
comptage-des-invertebres-de-la-province-des-iles-depuis-2004,iles,27
programmation-fpc,session,27
effectifs_par_ecole,classe,27
equipement-commercial-grand-noumea,equipement,27
comptage-des-poissons-de-la-province-des-iles-depuis-2004,iles,27
production-metallurgique-depuis-1985,metal,27
production-metallurgique-depuis-1985,metallurgique,27
effectifs_eleves_pre_bac_par_lycee,lycee professionnel,27
referentiel-douanier-tarif-douanier-sections-unhs1tab,douanier,27
referentiel-douanier-tarif-douanier-sous-positions-unhs5tab,douanier,27
rendement-des-impots-depuis-2010,ca,27
etablissements_enseignement_premier_second_degre,professionnel,27
referentiel-douanier-tarif-douanier-codes-sh-unhs6tab,douanier,27
referentiel-douanier-tarif-douanier-compilation,douanier,27
referentiel-douanier-tarif-douanier-chapitres-unhs2tab,douanier,27
mvt-avions-tontouta,arrivee,27
referentiel-douanier-tarif-douanier-positions-unhs4tab,douanier,27
pole-emploi-rome-arborescence-principale,gr,27
oblic-suivi-morpho-sedimentaire-du-littoral0,cotiere,27
oblic-suivi-morpho-sedimentaire-du-littoral0,cotieres,27
profils,cotiere,27
profils,cotieres,27
centres-de-vaccination-et-vaccinodromes,covid19,27
bornes-de-recharge-pour-vehicules-electriques,energie,27
debits-caracteristiques-detiage-etude-2016,ca,27
debits-caracteristiques-detiage-etude-2016,caracteristique,27
ambulances,transport,27
ambulances,transporteurs,27
references-hydrographiques,gr,27
navigations-des-campagnes-sismiques,ne,27
imagerie-acoustique-de-nouvelle-caledonie,ec,27
cartographie-au-1650000,pays,27
photographies-aeriennes-de-1935-a-nos-jours,anciens,27
cadres-irh-inventaire-des-ressources-hydrauliques0,gr,27
massifs-de-peridotites,ultrabasiques,27
prelevements-marins,dragages,27
cadastre-minier0,da,27
reserves-techniques-provinciales0,da,27
zones-cles-de-biodiversite-kba-key-biodiversity-areas,erv,27
bassins-versants-dce,ca,27
bassins-versants-dce,caracteristique,27
stations-jaugeages-dce,ca,27
stations-jaugeages-dce,caracteristique,27
regions-hydrographiques0,gr,27
modele-numerique-de-terrain-marin-a-100-metres,relief,27
offre-demploi,pl,27
bdphoto-nc0,ae,27
bdphoto-nc0,aerienne,27
her-hydroecoregions0,gr,27
permis-de-recherches-miniers0,da,27
titres-miniers-echus0,da,27
points-de-reference,cotiere,27
points-de-reference,cotieres,27
centres-de-photographies-aeriennes-bdphoto-nc,ae,27
centres-de-photographies-aeriennes-bdphoto-nc,aerienne,27
emprises-de-photographies-bdphoto-nc,ae,27
emprises-de-photographies-bdphoto-nc,aerienne,27
axes-de-vol-bdphoto-nc,ae,27
axes-de-vol-bdphoto-nc,aerienne,27
emprises-de-missions-bdphoto-nc,ae,27
emprises-de-missions-bdphoto-nc,aerienne,27
toponymes-massifs-de-peridotites-au-1000000,ultrabasiques,27
toponymes-massifs-de-peridotites-au-50000,ultrabasiques,27
massifs-de-peridotites-au-1000000,ultrabasiques,27
massifs-de-peridotites-au-50000,ultrabasiques,27
profils-sismiques-reflexion-bdd-tasman-frontier,ne,27
profils-sismiques-refraction-nc,ne,27
profils-sismiques-reflexion-nc,ne,27
concessions-minieres0,da,27
zones-cles-de-biodiversite-terrestres,erv,27
zones-cles-de-biodiversite-marines,erv,27
zones-cles-de-biodiversite-cotieres,erv,27
dispositifs-dacces-aux-droits-et-daide-aux-victimes,victimes,27
offres-emploi-stage-province-sud,stage,27
referentiel-douanier-tarif-douanier-untartab,douanier,27
pil_jdd_substrats,province,27
pil_jdd_substrats,province des iles,27
localisation-des-agences-opt-nc,optnc,26
production-miniere-depuis-1875,saprolite,26
situation-budgetaire-de-la-nouvelle-caledonie-depuis-2012,port,26
autorisations_importations_inspection_pharmacie_depuis_2008,pharmacie,26
indicateurs-cafat,travailleur,26
bsa-2015,esi,26
consommation-de-combustibles-depuis-2009,kerosene,26
ports-a-sec-en-province-sud,ea,26
ports-a-sec-en-province-sud,eau,26
subventions_ville_de_noumea,noumea,26
prix-des-energies-depuis-2009,prix,26
naissances-par-commune-de-1981-a-2017,nc,26
referentiel-douanier-modeles-de-declaration-unmodtab,ec,26
douanes-decisions-classement-tarifaire-d40,nc,26
centres-vacances-loisirs-province-sud,or,26
tap_nc,professionnel,26
tap_nc,professionnelle,26
pole-emploi-rome-arborescence-principale,ogr,26
icpe-province-sud,protection,26
bureauvote-gdb,da,26
limnimetres0,hydrauliques,26
orthophotographies-historiques-de-1976,imagerie,26
orthophotographies-historiques-de-1976,imageries,26
demande-demploi,des,26
references-hydrographiques,ogr,26
hydrometrie,hydrauliques,26
cadres-irh-inventaire-des-ressources-hydrauliques0,ogr,26
cadastre-minier0,ad,26
reserves-techniques-provinciales0,ad,26
stations-de-jaugeages0,hydrauliques,26
geomorphologie-des-recifs0,or,26
bassins-versants-limnimetres0,hydrauliques,26
piezometres0,ea,26
piezometres0,eau,26
piezometres0,eaux,26
regions-hydrographiques0,ogr,26
points-de-reperes-bdpr-nc,hb,26
her-hydroecoregions0,ogr,26
permis-de-recherches-miniers0,ad,26
titres-miniers-echus0,ad,26
limites-des-surfaces-de-degagement,ae,26
limites-des-surfaces-de-degagement,aeronautique,26
limites-des-surfaces-de-degagement,aeronautiques,26
schema-directeur-de-lhydrographie,ec,26
contraintes-de-circulation,ha,26
contraintes-de-circulation,hauteur max,26
